Row.names	elt2D_sorted_1	elt2D_sorted_2	elt2D_sorted_3	elt2D_sorted_4	elt2Delt7D_sorted_1	elt2Delt7D_sorted_2	elt2Delt7D_sorted_3	wt_sorted_1	wt_sorted_2	wt_sorted_3	wt_sorted_4	elt7D_sorted_1	elt7D_sorted_2	elt7D_sorted_3	sequence_id_list	gene_id_val	transcripts	chr_ce10	strand_ce10	start_min_ce10	stop_max_ce10	chromosome_ce11	start_min_ce11	end_max_ce11	strand_ce11	product_refseq	symbol_refseq	gene_name	chr	start	stop	strand
191	WBGene00000236	7.5104534081969	7.55531480329831	7.53195513311082	7.44563759649913	7.80941595978345	7.73123300864572	7.36429276886034	7.1979905581662	7.22932859464253	7.19132082867546	7.30930594988785	6.83193582418512	6.99360681866799	6.87968504902789	F57B10.11	bag-1	NM_059492	chrI	-	6563712	6564450	I	6563711	6564449	-	NM_059492.5	bag-1	bag-1	I	6564453	6563640	-1
192	WBGene00000237	10.2992843829702	10.2919692963447	10.2519734203053	10.3108170848364	10.4358540002408	10.3975892303475	10.6128715717383	9.65832792797066	9.56284423117584	9.84213440187544	9.341281790934	9.67274889193304	9.84126771963195	9.82387114959812	Y71F9AR.1	bam-2	NM_001026638	chrI	-	2949977	2957869	I	2949975	2957867	-	NM_001026638.2	bam-2	bam-2	I	2957876	2949609	-1
193	WBGene00000238	9.60784814851813	9.3683463711473	9.51176202232019	9.50709917379524	9.1827931583521	9.36397391836811	9.66949211234609	10.0386032102615	9.85491834500365	10.0030749767952	9.83093598378853	9.93126434864764	9.74037445482911	9.56907788173125	C54D1.6	bar-1	NM_076805	chrX	-	7166109	7170573	X	7166152	7170616	-	NM_076805.5	bar-1	bar-1	X	7170625	7166003	-1
194	WBGene00000239	7.74338698031915	7.98023030879108	8.15855752251963	7.91191598585962	7.92548307076128	7.97375639737566	7.72385766299899	8.46582731376752	8.68159764211757	8.46919925571016	8.35344003628602	8.50176198883048	8.08176274458224	8.07616076458027	C05D2.4	bas-1	NM_001025979,NM_001025980	chrIII	+	5612247	5614561	III	5612289	5614603	+	NM_001025979.3,NM_001025980.2	bas-1	bas-1	III	5614679	5612274	1
195	WBGene00000240	12.0172433743982	11.9095798642835	11.9889435326368	11.7790748431833	11.4820425090911	11.591914363073	11.4980284110886	12.356255149733	12.8055255278228	12.7366266962248	12.2808217749782	12.2492574438216	12.4091974651114	12.359442627023	K08F8.4	pah-1	NM_001267256	chrII	-	8762662	8765016	II	8762717	8765071	-	NM_001267256.1	pah-1	pah-1	II	8766922	8762668	-1
196	WBGene00000241	6.27688366190713	6.79206966903618	6.45292756976836	6.59843288454087	6.64322645924887	6.87108885511171	6.96926460501063	6.99720236036332	7.14214213565414	6.91496391296807	6.80798070444137	6.92402966515287	7.12450165838212	7.39147338953209	Y105E8A.5	bbs-1	NM_170937	chrI	-	14371310	14376005	I	14371323	14376018	-	NM_170937.1	bbs-1	bbs-1	I	14376018	14371142	-1
197	WBGene00000242	6.26889203042222	6.52078715756227	6.27649240137729	6.64802589021151	6.66152408351645	6.65293109191924	5.85274629028205	6.97455334747632	7.12742052771941	7.10614996407976	7.26422630571225	6.7387870224904	7.19599460835476	6.85958495571381	F20D12.3	bbs-2	NM_068924	chrIV	+	7934116	7937647	IV	7934128	7937659	+	NM_068924.2	bbs-2	bbs-2	IV	7937746	7934097	1
198	WBGene00000244	7.31119497463264	7.4055292867101	7.40833110062272	7.53419364054926	7.77786756776321	7.57241727837104	7.55469230011013	8.255351128101	8.27244696942635	8.10291789612234	8.18514394359409	8.07825034989295	8.29588228302048	8.33940456533317	T25F10.5	bbs-8	NM_072310	chrV	-	6762593	6765000	V	6762610	6765017	-	NM_072310.4	bbs-8	bbs-8	V	6765072	6762476	-1
199	WBGene00000245	9.41300933843704	9.36210603377612	9.40668046525553	9.20237160031494	10.0907674879946	9.57828996162165	9.45225509583849	9.69789437256698	9.68099179073811	9.67878179686346	10.1984652978128	10.0246280158063	9.50124356908807	9.53887715659365	T13C5.5	bca-1	NM_171701	chrX	-	6202109	6204708	X	6202144	6204743	-	NM_171701.4	bca-1	bca-1	X	6204746	6201908	-1
200	WBGene00000246	7.95738828577815	7.766929155856	7.70428867842027	8.13163744996702	7.94887542980224	7.85661820402513	7.65556290236145	8.47131133052653	8.42500146284897	8.30773860968988	8.26321559191576	8.08519027728236	7.77825969730898	7.65836825065003	M7.3	bcc-1	NM_069666	chrIV	-	11086170	11092527	IV	11086191	11092548	-	NM_069666.5	bcc-1	bcc-1	IV	11092552	11086090	-1
201	WBGene00000247	8.84965912279028	8.86648678986563	8.84124190478597	8.80855170466961	8.75501677917862	8.47138845213785	8.6331994914909	8.12357823011694	7.9467134570345	8.11096190407282	8.16694531065937	8.30349229468124	8.18161948568227	8.11079985428734	T19E7.3	bec-1	NM_068443	chrIV	-	5661329	5664406	IV	5661340	5664417	-	NM_068443.3	bec-1	bec-1	IV	5664425	5661142	-1
202	WBGene00000248	9.76737555765793	9.61127321404577	9.77829545012675	9.53850182062467	9.60417506190617	9.66969030361735	9.70841615443767	10.0441228573411	9.95878101679945	10.1061746029431	10.0991780458046	10.1525582282199	10.0661506647755	10.100394009052	C54C6.2	ben-1	NM_065327	chrIII	-	3538313	3541580	III	3538326	3541593	-	NM_065327.3	ben-1	ben-1	III	3541628	3538293	-1
203	WBGene00000249	8.4073098458062	8.30184139633083	8.23705447860147	8.27822652638859	8.39807691480745	8.43633882261818	8.51004986765014	8.64481803833811	8.6168031715539	8.93843736809692	8.79876034736452	8.51236171663854	8.61535210592627	8.50679351605417	T27F2.3	bir-1	NM_073548	chrV	+	11644745	11645256	V	11644763	11645274	+	NM_073548.6	bir-1	bir-1	V	11645371	11644374	1
204	WBGene00000250	5.29776534645662	5.17090089973833	5.61264681066841	5.48038156042626	5.72762123380146	5.98253612661686	5.89761618310068	4.2081875078983	4.30627543012962	4.25571864679785	4.333442379667	4.25361317198104	4.18407222434079	4.08265254617855	C50B8.2	bir-2	NM_073961	chrV	+	13568841	13569904	V	13568853	13569916	+	NM_073961.4	bir-2	bir-2	V	13570027	13568834	1
205	WBGene00000251	2.75373917276671	3.0978211559777	2.8873302962025	2.87289879016969	3.1341023071555	3.00226401467287	3.76564189506508	3.22586719605808	2.99200616955192	2.86499759491414	3.26528433625152	3.27673850386081	3.00717039104113	2.94932639081605	C09G5.6	bli-1	NM_063910	chrII	+	10708955	10711988	II	10709014	10712047	+	NM_063910.4	bli-1	bli-1	II	10712125	10708960	1
206	WBGene00000252	1.22537898331391	1.68158918925932	1.37832454487796	1.29672442766544	1.46361275000463	1.20274143159355	1.47178492881261	1.20765899522482	1.29408920357458	1.13228642804881	1.28119154108571	1.39321361520433	1.40470001561488	1.24251141762565	F59E12.12	bli-2	NM_062703	chrII	-	5651421	5652403	II	5651439	5652421	-	NM_062703.3	bli-2	bli-2	II	5652426	5651410	-1
207	WBGene00000253	8.77112141592756	8.57757744242953	8.69034905233337	8.74843671132836	8.56756575111386	8.62613763232695	8.25547671555997	9.2113765571633	9.25978037528873	9.17806930777148	9.10547637255431	8.94101727034441	8.95900884314301	8.69111499475667	F56C11.1	bli-3	NM_058285	chrI	-	146623	154819	I	146623	154819	-	NM_058285.4	bli-3	bli-3	I	154850	146488	-1
208	WBGene00000254	11.5416295618701	11.4765064481394	11.5004607472465	11.4048782307208	11.6043970036324	11.4678906404475	11.6675716172292	11.4928481945693	11.3251260321817	11.5543388162209	11.2747014769516	11.2878490351891	11.3850449380092	11.1864054691806	K04F10.4	bli-4	NM_001026374	chrI	+	6342439	6345588	I	6342437	6345586	+	NM_001026374.3	bli-4	bli-4	I	6356678	6342231	1
209	WBGene00000255	0.333541015951107	0.276880779887493	0.251927017941961	0.248813389046554	0.371925946176572	0.311017665356024	0.171679272591431	0.163165815424237	0.396144177637364	0.247113191240354	0.314281921950718	0.258202978700355	0.173143789493912	0.174255044171126	F45G2.5	bli-5	NM_067371	chrIII	-	13427622	13429612	III	13427723	13429713	-	NM_067371.1	bli-5	bli-5	III	13429713	13427723	-1
210	WBGene00000257	8.87851035368066	8.75751671153749	8.74523291887987	8.71061489576666	9.23464262803926	9.19651407633495	9.16023660883996	7.84195971799637	8.04393412407915	7.99329540472199	7.97391493183357	8.19326444839665	7.9487291834065	8.17236488749564	F23B12.8	bmk-1	NM_001269657,NM_001269658	chrV	-	14453387	14456713	V	14453402	14456879	-	NM_001269657.1,NM_001269658.1	bmk-1	bmk-1	V	14456916	14453303	-1
211	WBGene00000259	9.57182759251609	9.55111199492732	9.43253118250343	9.64889692103465	9.48797785964908	9.41798271428378	9.14284372676228	9.88991925780771	9.7406184086641	9.8572799084119	9.94131842744721	9.61954406469086	9.58905972794996	9.51207902621311	F13H8.10	bpl-1	NM_182121	chrII	+	6277659	6279621	II	6277690	6279652	+	NM_182121.3	bpl-1	bpl-1	II	6279692	6274265	1
212	WBGene00000262	6.97917588736294	7.10667844468847	6.96293769953852	6.94970014981775	7.38082020061838	7.03197970280615	6.84075723910505	7.13609512982337	7.3724529464314	7.11883417298524	7.42452737150375	6.99764162127034	6.79529640429843	7.06377184129643	F54B11.6	bra-1	NM_077876	chrX	+	13598401	13599321	X	13598471	13599391	+	NM_077876.3	bra-1	bra-1	X	13599675	13598471	1
213	WBGene00000263	11.7257803142508	11.8123716271464	11.8629106111979	11.8045376564344	11.6249618053055	11.6850180237227	12.2533668737349	11.6888117704543	11.8964279552119	11.8568097907217	11.7142176179127	11.7100244813741	11.8272108447789	11.7866995628612	F23H11.5	F23H11.5	NM_064890	chrIII	-	910107	910570	III	910118	910581	-	NM_064890.3	F23H11.5		III	910727	909990	-1
214	WBGene00000264	6.02497374766796	6.15500134544935	6.09832058358352	6.20598783496047	6.29629648703206	6.34662790845827	6.3613636179504	4.82168332280566	5.23423263809813	5.46405091083019	5.5454427510914	5.26689797851298	5.22422158953776	5.43743356863884	C36A4.8	brc-1	NM_001267953	chrIII	-	3853220	3854268	III	3853238	3854286	-	NM_001267953.1	brc-1	brc-1	III	3862958	3853105	-1
215	WBGene00000265	6.92895292609121	6.82724726072205	6.62039806411065	6.66043403498019	7.20580681354658	6.95826478232269	7.20392296616036	5.90970229968453	6.03577911355882	6.10061560317074	6.00151867905912	6.17408378844098	6.04151580480653	6.22901320120142	K04C2.4	brd-1	NM_066097	chrIII	-	6885221	6889441	III	6885275	6889495	-	NM_066097.6	brd-1	brd-1	III	6889523	6885202	-1
216	WBGene00000266	9.50926872913999	9.48950467610946	9.52243986806393	9.43255780559486	8.76219880702387	8.63665766695632	8.60016179745623	8.88754302285029	9.06954485986467	8.80504983664151	8.82880728466107	8.85353191723323	8.76654336326741	8.80869548030084	C53B4.7	bre-1	NM_001083199	chrIV	+	8988776	8990259	IV	8988791	8990274	+	NM_001083199.2	bre-1	bre-1	IV	8990443	8987130	1
217	WBGene00000267	8.00819752526367	8.01430118974637	8.10126415558057	8.15344402508152	7.86119948710445	7.80404269352858	7.54546558236988	7.60252001674944	7.40412868920621	7.4498744055516	7.32255258002974	7.26916744592395	6.96812921317077	7.25445726066719	Y39E4B.9	bre-2	NM_067314	chrIII	-	13134570	13137131	III	13134671	13137232	-	NM_067314.2	bre-2	bre-2	III	13139614	13133923	-1
218	WBGene00000268	10.1213295942904	10.0725490487831	10.00533000812	9.85895732549459	9.79654766909043	9.75129423713711	9.76808981115628	9.96065133239035	9.77028281072068	9.8398266254069	9.76361388004215	9.66085406044743	9.94182844449135	9.70691222792713	B0464.4	bre-3	NM_066686	chrIII	-	9470541	9473181	III	9470625	9473265	-	NM_066686.5	bre-3	bre-3	III	9485451	9469926	-1
219	WBGene00000269	8.15739086400431	8.15708216086642	8.18476826204148	8.03512119967002	7.96015278329493	8.20632718238006	8.37347711489235	7.95687778433854	8.00526452938355	7.7221669016539	7.72269879202278	7.93198502075158	8.09316870197064	8.31219641983299	Y73E7A.7	bre-4	NM_058471	chrI	-	1621528	1626607	I	1621526	1626605	-	NM_058471.1	bre-4	bre-4	I	1626605	1621351	-1
220	WBGene00000270	6.66798320666924	6.67842731497912	6.48054730879194	6.64677495049935	6.60454679001365	6.72513695061805	6.63829509660786	6.39906848656184	6.17585484728935	6.30681415174537	6.20947847210578	6.21508944408952	6.25922634418763	6.03810225385455	T12G3.8	bre-5	NM_001268684	chrIV	-	12049910	12050702	IV	12049932	12050724	-	NM_001268684.1	bre-5	bre-5	IV	12051226	12049261	-1
221	WBGene00000272	3.36406066057351	3.13159092884767	3.57857670740989	3.27232911941567	3.36093753340757	3.62882698979298	3.19615211029799	4.06897286535012	3.69337407183035	3.77905606136276	3.3995913924544	4.02840060764205	4.21549345357318	3.8709723650545	F56A3.5	bro-1	NM_059141	chrI	+	5186988	5188619	I	5186985	5188616	+	NM_059141.3	bro-1	bro-1	I	5188616	5186943	1
222	WBGene00000273	14.3216811000447	14.3433455823601	14.5156841305874	14.3869542386385	14.2490834277172	14.4320843837246	15.2726733489736	14.9680287248494	14.8939779701441	14.8527769651014	14.5401414747824	15.238907202905	15.4600595139363	15.1833298280328	Y79H2A.1	brp-1	NM_001268223	chrIII	+	12021250	12025076	III	12021350	12025176	+	NM_001268223.1	brp-1	brp-1	III	12025325	12020552	1
223	WBGene00000274	8.935532196354	8.86692255107982	8.92050469639713	8.94268895426315	8.87299804548794	8.99977723069738	8.98198193481138	8.03061276592919	7.98470422819865	8.03557940773473	8.00468476595218	8.37841092375092	8.38214448015997	8.36478545707275	F15D4.1	btf-1	NM_064401	chrII	+	13200101	13215363	II	13200171	13215433	+	NM_064401.5	btf-1	btf-1	II	13215710	13200163	1
224	WBGene00000275	8.52052108959495	8.62715438710877	8.66134771569179	8.48596240886837	8.98170314537003	8.7916679139593	8.82036287950262	8.04941531169792	8.23573905281726	8.4962772099434	8.54223996826223	8.68004543723874	8.30581684374282	8.46202752383363	R06C7.8	bub-1	NM_059650	chrI	+	7251945	7255129	I	7251947	7255131	+	NM_059650.4	bub-1	bub-1	I	7255225	7251941	1
225	WBGene00000276	13.1811814208564	13.1983596673377	13.1682566414021	13.1978514980164	13.1719638402816	13.0874581674281	13.0744026402662	13.1893145060254	13.2820591489295	13.1287081111381	13.1125164262969	12.8117999858369	12.8829950622232	12.7652035897571	F57B9.5	byn-1	NM_066109	chrIII	+	6931950	6935598	III	6932005	6935653	+	NM_066109.3	byn-1	byn-1	III	6935862	6932001	1
226	WBGene00000277	13.666756785535	13.8663398871457	13.7912737234334	13.8051510978266	13.7821058605824	13.6859004026277	14.03918940087	14.1348182005073	14.3074710447077	14.2413948919358	14.0286667296772	14.2218247887716	14.4106493946216	14.4924204797129	C23H4.1	cab-1	NM_077635	chrX	-	12200251	12205564	X	12200319	12205632	-	NM_077635.4	cab-1	cab-1	X	12213049	12199655	-1
227	WBGene00000280	7.78682715163197	7.83705360204483	7.77758279002447	7.78037011485833	8.29582879851219	8.05714259182198	7.87557377395595	8.48761787460643	8.50784376584373	8.46454056136924	8.62434046859944	8.10703478029838	8.18803615866829	8.12031951145939	D1022.8	cah-2	NM_063166	chrII	-	7480872	7483046	II	7480917	7483091	-	NM_063166.6	cah-2	cah-2	II	7483109	7480753	-1
228	WBGene00000281	10.6054626745993	10.817438582582	10.7461278269113	10.8023460829826	10.9536461785685	11.0973028725605	11.5747557757304	10.4645316700065	10.5139943961828	10.5953827904241	10.3088579017279	10.5781645870311	10.5193405368724	10.585412329231	K05G3.3	cah-3	NM_078273	chrX	+	16487461	16489038	X	16487534	16489111	+	NM_078273.6	cah-3	cah-3	X	16489396	16487479	1
229	WBGene00000282	12.2455734262091	12.3224209289361	12.477932149512	12.3027334788909	12.3358638449383	12.3701635553843	12.9121804759382	12.0384367133646	12.1904728055351	12.0739972351009	12.2614761455061	12.769199674904	12.1910364236672	12.3147045037567	R01E6.3	cah-4	NM_077864	chrX	+	13542968	13544302	X	13543038	13544372	+	NM_077864.3	cah-4	cah-4	X	13544601	13542574	1
230	WBGene00000283	8.98455640361084	9.28684478508086	9.09611231106784	9.12783985871564	9.10247488572715	9.10389363562461	9.18701679424107	8.3605655040339	8.99569275919501	8.67582655567385	8.68730597270678	8.69062724711449	8.75550113698125	8.86761141333428	R173.1	cah-5	NM_076785	chrX	+	7020047	7023806	X	7020090	7023849	+	NM_076785.4	cah-5	cah-5	X	7023969	7020024	1
231	WBGene00000284	9.13180323929452	9.26259624399762	9.10031349930665	9.14513716657384	9.05646067857453	9.23961944857635	9.60846274106276	9.07642004373518	9.10793534189603	9.14235876854678	9.02496297765773	9.29000957004468	9.38155611244035	9.62286250583425	T28F2.3	cah-6	NM_058788	chrI	+	3629474	3630733	I	3629471	3630730	+	NM_058788.1	cah-6	cah-6	I	3630744	3629471	1
232	WBGene00000285	9.53987997229361	9.4314693495549	9.28975049088551	9.28235962302075	9.52862515434202	9.35044000904989	9.36077367250872	8.57012666714965	8.49896097996636	8.37910164803227	8.91678349864741	8.40216050932416	8.29825571584041	8.44477999528124	C13C12.1	cal-1	NM_001269500	chrV	-	12515101	12515641	V	12515120	12515660	-	NM_001269500.1	cal-1	cal-1	V	12517205	12514876	-1
233	WBGene00000286	10.6348775452077	10.4839587520589	10.4818803842239	10.4801983555268	10.6145704956521	10.5384327854511	10.3152576808083	11.1259725153882	10.9027697938882	11.073317650034	11.0440375022462	10.7697138444407	10.8769070148293	10.8677367039991	C18E9.1	cal-2	NM_063505	chrII	+	8960672	8961287	II	8960734	8961349	+	NM_063505.4	cal-2	cal-2	II	8961570	8960712	1
234	WBGene00000287	5.78786956171142	5.89965890876896	5.38016004230577	5.72738081972686	6.19573691159659	5.76664115849154	5.90009449500456	5.23919615781045	5.3289731978254	5.47250066807758	5.86075642414048	5.3413209056937	5.72773195688866	6.00371465106995	M02B7.6	cal-3	NM_068020	chrIV	-	3829684	3835159	IV	3829689	3835165	-	NM_068020.4	cal-3	cal-3	IV	3835165	3829546	-1
235	WBGene00000288	9.29002137516264	9.39442889930989	9.25861242445053	9.38828529860641	9.75830222192726	9.58283250929488	9.60969121967294	10.087879702503	10.0577939559035	10.1427544191766	10.1092165795919	9.96524069035803	9.99543844693497	9.954411605245	T07G12.1	cal-4	NM_001268562	chrIV	+	10529487	10530299	IV	10529507	10530319	+	NM_001268562.1	cal-4	cal-4	IV	10530592	10524768	1
236	WBGene00000289	10.204157580222	10.2741309820047	10.1555764258652	10.2494174409545	10.2241279354402	10.2136887603085	10.2856585961676	9.87010017479958	9.92654760723403	9.81075924965402	9.77516607838231	9.71587918277194	9.78208675540874	9.72015547244627	C01G6.8	cam-1	NM_001038238	chrII	-	9296349	9298913	II	9296409	9298973	-	NM_001038238.2	cam-1	cam-1	II	9310301	9295937	-1
237	WBGene00000292	10.8895844282425	10.8013675308036	10.8192167679688	10.8264574734969	10.9361286016511	10.9139000225753	11.0123168015778	10.6036635877247	10.583509796662	10.5597295760926	10.466841973173	10.4664846161569	10.4801822782411	10.3223127078217	D2024.6	cap-1	NM_068744	chrIV	-	7228692	7230211	IV	7228703	7230222	-	NM_068744.3	cap-1	cap-1	IV	7230223	7228337	-1
238	WBGene00000293	11.43922017542	11.5165128336337	11.4629126896879	11.3900118901566	11.4427616348426	11.5530472201738	11.6912876741702	11.1836659516122	11.2310194051689	11.1565376148604	11.1287145758254	11.2320073370602	11.2339001220957	11.302735661869	M106.5	cap-2	NM_063935	chrII	+	10869221	10870355	II	10869231	10870415	+	NM_063935.6	cap-2	cap-2	II	10870988	10869196	1
239	WBGene00000294	10.3363583791184	10.2769036573843	10.2873005253526	10.2950217217834	10.5317090177241	10.5067355701568	10.9037201734012	9.57020957540287	9.59819374315105	9.67534085357618	9.387144716515	9.78008778517396	9.78119514406969	9.74793145879839	F41G4.2	cas-1	NM_078312,NM_078313	chrX	-	16807604	16813580	X	16807677	16813653	-	NM_078312.3,NM_078313.1	cas-1	cas-1	X	16813673	16807458	-1
240	WBGene00000295	6.27278922116923	6.6939800004121	5.94394437580386	6.17730934958519	6.78182629321546	6.65575715485928	6.99172214949661	5.74040764615167	6.42412281127044	5.41588642897206	5.58053742460903	5.92344149990911	5.43142859175428	6.09262485832685	W01C8.6	cat-1	NM_001029765,NM_001029766	chrX	-	5705896	5710550	X	5705931	5710585	-	NM_001029765.1,NM_001029766.2	cat-1	cat-1	X	5710585	5705719	-1
241	WBGene00000296	3.63181087808678	4.22538848860466	3.84349826766745	3.82056297654233	4.54915747387273	4.61198787463321	4.59238916063266	3.55301840459479	4.27831648976989	3.58745896059626	4.03123534923808	3.99127300832862	4.25672477926785	4.31788796142421	B0432.5	cat-2	NM_001267080	chrII	+	258481	260966	II	258481	260966	+	NM_001267080.1	cat-2	cat-2	II	261063	257819	1
242	WBGene00000298	10.2767606120081	10.1657891318228	10.1542654871604	10.0799671646334	10.074661895836	10.1085848994473	9.67477652207454	10.7671120289169	10.8586506972758	10.8236544053086	10.7844067962772	10.6296612022069	10.5816128737573	10.4854312378346	F32G8.6	cat-4	NM_073309	chrV	+	10564891	10566234	V	10564914	10566257	+	NM_073309.5	cat-4	cat-4	V	10566464	10564878	1
243	WBGene00000301	9.0833950919479	9.40144112025738	9.24082001597012	9.30736380250862	9.09512153405546	9.00394170946388	9.65599167152204	9.40565611460128	9.73206211851578	9.48574905543143	9.44528937508678	9.67498563541455	9.55467522447455	9.5072088306192	T13F2.8	cav-1	NM_001268493	chrIV	+	9772964	9773344	IV	9772984	9773364	+	NM_001268493.1	cav-1	cav-1	IV	9773474	9772510	1
244	WBGene00000302	4.71726303546237	5.06822001421754	5.11251823618363	5.37243487444981	5.38578083077972	4.91324906209391	5.35123031686141	8.79887150712295	8.81841022375277	8.09671316391064	8.67526639419966	8.40483384106635	8.47626171506015	8.44490291971755	C56A3.7	cav-2	NM_001269597	chrV	+	13558762	13559789	V	13558774	13559801	+	NM_001269597.1	cav-2	cav-2	V	13559922	13557160	1
245	WBGene00000366	12.6692388012881	12.6022833202142	12.5509866250855	12.5760056588089	12.4122674513295	12.4500030405238	12.7008614879553	12.7643338953011	12.7195311542168	12.6359733946481	12.6851141942318	12.7550736301772	12.7760828229392	12.7530671263205	R10E11.1	cbp-1	NM_001129239,NM_066759,NM_066760	chrIII	+	9766612	9773850	III	9766698	9773936	+	NM_001129239.2,NM_066759.3,NM_066760.5	cbp-1	cbp-1	III	9774807	9766516	1
246	WBGene00000368	9.47557522100537	9.56934885419058	9.61917548766785	9.56075249830463	9.46204929629722	9.58341579570863	9.90248210835474	9.61936828609195	9.53280772745184	9.63375281470854	9.50313346981683	10.0001004543324	10.0227348076831	10.1790369985057	T28F2.5	ccb-1	NM_058792	chrI	-	3641961	3646884	I	3641958	3646881	-	NM_058792.4	ccb-1	ccb-1	I	3647009	3641705	-1
247	WBGene00000369	9.81752227209661	9.88787652361457	9.92495526843501	9.89382523081945	9.87583288806876	9.92958908723684	10.3229179538095	9.56809977960935	9.70532645749396	9.70466082470981	9.3949507824248	9.55416012591988	9.71458691867301	9.69459924334972	Y56A3A.20	ccf-1	NM_067152	chrIII	-	11919089	11920120	III	11919189	11920220	-	NM_067152.6	ccf-1	ccf-1	III	11920237	11918827	-1
248	WBGene00000370	12.1257080031414	12.1111408798356	12.2592538964334	12.169058259112	12.7057437780588	12.6150426498654	12.8442495760112	11.9862217339758	11.8634242198269	11.9340965797267	11.9028745811746	12.3938841804303	12.2344528805739	12.4506789864915	Y73F8A.6	ccg-1	NM_070441	chrIV	-	15270266	15275729	IV	15270298	15275761	-	NM_070441.6	ccg-1	ccg-1	IV	15275807	15270158	-1
249	WBGene00000371	12.4859361405292	12.5018231867777	12.581915083499	12.4662535587297	12.3126442300194	12.4251521834438	12.2806082552888	12.4449890105865	12.6411433269006	12.5212756881749	12.5042264075157	12.4026467566713	12.4180609311018	12.4860035012607	F26E4.9	cco-1	NM_060200	chrI	+	9789000	9789754	I	9789009	9789763	+	NM_060200.3	cco-1	cco-1	I	9789965	9788749	1
250	WBGene00000372	8.97679739386983	8.04600760617947	7.70899553143113	8.03751280946665	6.73708054237734	7.01525462884774	5.83208424623204	9.00764304706012	8.68385642418185	8.12147681557739	8.73137966627276	9.11621536500806	9.09099301310314	9.23863835497285	T10B9.10	cyp-13A7	NM_063713	chrII	+	9803561	9805388	II	9803620	9805447	+	NM_063713.1	cyp-13A7	cyp-13A7	II	9805510	9803620	1
251	WBGene00000373	7.9087658927776	7.67568833579094	7.789909743441	7.88625836536818	8.71058262273145	8.62685661038638	8.5537577722705	8.29960220946805	8.51449074638253	8.66342022341928	8.74741822681874	9.11962949527949	8.53575249919449	8.65365375325832	F08F3.7	cyp-14A5	NM_072034	chrV	-	5421066	5423248	V	5421082	5423264	-	NM_072034.4	cyp-14A5	cyp-14A5	V	5423305	5421012	-1
252	WBGene00000375	6.94045655512855	6.72848962577505	6.98747009947139	7.00373325021045	7.15228891625989	7.13843690804906	7.024972559797	7.61454722040321	7.58761437497184	7.70150848562029	7.64911538682068	7.56133888797473	7.50974664416759	7.61175024122643	ZK177.5	cyp-44A1	NM_062651	chrII	+	5504030	5505880	II	5504047	5505897	+	NM_062651.3	cyp-44A1	cyp-44A1	II	5506115	5503966	1
253	WBGene00000377	12.2463178160019	12.1847713459243	12.299563413761	12.1975834357666	12.0782258695408	12.1191014272236	12.1239508758683	11.7646417902169	11.7729851021082	11.7450711624351	11.7771270164168	11.6769545810757	11.6092146160865	11.7643747541126	T05C12.7	cct-1	NM_063321	chrII	+	8185394	8187335	II	8185446	8187386	+	NM_063321.4	cct-1	cct-1	II	8187602	8185443	1
254	WBGene00000378	11.8025625997341	11.7949171636987	11.7987534003218	11.8318986811345	11.6362192090612	11.7243478977738	11.6355218859646	11.502278579985	11.4196839572634	11.4706343560298	11.3383690303861	11.2645710876457	11.1670742386059	11.1724013747103	T21B10.7	cct-2	NM_171985	chrII	+	8927683	8929421	II	8927745	8929483	+	NM_171985.5	cct-2	cct-2	II	8929815	8927741	1
255	WBGene00000379	12.6246101971542	12.6300232385677	12.6086573923344	12.5775616367997	12.3148960254002	12.3423917066501	12.0096667822806	12.2874409923884	12.3053109324693	12.2788738998299	12.1568265113401	12.0016605057497	12.1555626616791	11.9068896280405	K01C8.10	cct-4	NM_063349	chrII	+	8283618	8285431	II	8283668	8285481	+	NM_063349.6	cct-4	cct-4	II	8285711	8283667	1
256	WBGene00000380	12.9531204939307	12.9364103351208	13.0758080131217	12.92149184861	12.7642545931497	12.8836032755471	12.6996619360936	12.7525515887354	12.7602863806569	12.7163325368635	12.7389160107967	12.6595125509202	12.6260466602092	12.6601017533933	C07G2.3	cct-5	NM_065514	chrIII	-	4499429	4501146	III	4499460	4501177	-	NM_065514.7	cct-5	cct-5	III	4508114	4499191	-1
257	WBGene00000381	11.417804585862	11.2902586980141	11.4495158643078	11.3225623900146	11.2042026708488	11.2348024392847	11.3132808434462	10.9803524990658	10.8314049628586	10.9172412954165	10.931858611594	10.8519236396899	10.8091916648034	10.8486987151439	F01F1.8	cct-6	NM_171136	chrIII	-	5854101	5855638	III	5854145	5855682	-	NM_171136.4	cct-6	cct-6	III	5855687	5853532	-1
258	WBGene00000382	8.30881025390443	8.30439197422596	8.08207185724873	8.17440673142097	8.06950281513954	8.13502554539735	8.11395514556595	7.80686016918212	7.61789258042317	8.14033005768398	7.9743460327512	7.69303415791197	7.71285930122219	7.67967246198791	C43E11.10	cdc-6	NM_058942	chrI	-	4268268	4270288	I	4268267	4270287	-	NM_058942.5	cdc-6	cdc-6	I	4270287	4268069	-1
